target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
spin,0.125336754322052,0.006710624973238257,0.15679960810837756,0.0037466117599008163,0.9286471843719483,0.0029294628651748075,0.1559237062931061,0.003415521115845573
