target,seed,mae,rmse,r2,error_mean,error_std
incl,42,0.020832328125834465,0.026861284449898316,0.0,-0.004109300207346678,0.026545098051428795
incl,43,0.022398121654987335,0.028414586814721306,0.0,-0.00364667852409184,0.028179610148072243
incl,44,0.020518256351351738,0.025698213169546125,0.0,-0.004648533184081316,0.025274282321333885
