target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
incl,0.021249568710724514,0.0010069958635529647,0.02699136147805525,0.0013628504943650939,0.0,0.0,0.02666633017361164,0.0014564530084392611
