target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
incl,0.658631193637848,0.03290825424584901,0.9164992989979142,0.03038458006294648,0.9071610927581787,0.00878193995876292,0.8957442164421081,0.02058449841047622
