target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
spin,0.10472126801808675,0.005494462202341626,0.1336704878311121,0.008982897498900515,0.9452128807703654,0.008093634995207022,0.13337934017181396,0.008876004530654529
