target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
spin,0.11348358045021693,0.004100321371956251,0.17155729735309203,0.0038595879871078874,0.9097408056259155,0.0040184166954782,0.17143128315607706,0.0037607081944276807
