target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
theta,0.09140751014153163,0.002829499568681807,0.13487505636478178,0.003287610407782246,0.7998705506324768,0.010026117976075602,0.13467153906822205,0.0031031362008210597
