target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
z,0.6777720928192139,0.01675883973434234,1.0428026687908818,0.020629074588408753,0.8054524898529053,0.008516533199740167,1.0411160469055176,0.022443664996197647
