target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
incl,0.03202356249094009,0.0011484579883433326,0.04648760683218439,0.001174249311352046,0.9764368414878846,0.0012648294787425988,0.04632535129785538,0.0013815981171892094
