target,seed,mae,rmse,r2,error_mean,error_std
z,42,0.6803751587867737,1.0484989153956896,0.8017793297767639,0.055002693086862564,1.0470552444458008
z,43,0.6713066697120667,1.0295472392526646,0.8142874836921692,0.06310800462961197,1.027611255645752
z,44,0.6986080408096313,1.060620384408577,0.8026134371757507,-0.009984320029616356,1.0605734586715698
z,45,0.6850439310073853,1.0613798519891147,0.7946004271507263,0.022987598553299904,1.0611308813095093
z,46,0.6535266637802124,1.0139669529083633,0.8139817714691162,0.09810914099216461,1.009209394454956
