target,seed,mae,rmse,r2,error_mean,error_std
z,42,0.91804438829422,1.2995557998149139,0.6954890489578247,0.026617763563990593,1.2992831468582153
z,43,0.9193048477172852,1.3008883320490052,0.7034972906112671,-0.010041633620858192,1.3008495569229126
z,44,0.9605164527893066,1.362467394447409,0.6742759346961975,0.03960474207997322,1.3618916273117065
z,45,0.9354956150054932,1.3158011927835693,0.6843262910842896,-0.0209453534334898,1.3156346082687378
z,46,0.942913293838501,1.3386379410177582,0.675784170627594,-0.01711905002593994,1.3385283946990967
