target,seed,mae,rmse,r2,error_mean,error_std
theta,42,0.1400814652442932,0.18741146620055216,0.6127261519432068,0.01271994598209858,0.18697930872440338
theta,43,0.13723589479923248,0.18770538445956733,0.613217830657959,0.013366442173719406,0.18722885847091675
theta,44,0.14250394701957703,0.19109840354649335,0.5988293886184692,0.005672242026776075,0.19101420044898987
theta,45,0.1384030431509018,0.18662834213289428,0.6123984456062317,0.005902292672544718,0.18653498589992523
theta,46,0.14212927222251892,0.18944359784898093,0.6033673882484436,-0.003961138892918825,0.18940216302871704
