target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
theta,0.12180515378713608,0.0008295949321872596,0.16795136446745126,0.0009814237265828548,0.6898036400477091,0.004336622449422172,0.1677749752998352,0.0007510092917498799
