target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
spin,0.15511973202228546,0.0019478866559043946,0.2157119475106371,0.0018827691316457712,0.8557218432426452,0.0025610116964426273,0.21555802822113038,0.0019125655986736716
