target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
incl,0.05303226659695307,0.001536661914417872,0.07199970918537192,0.0019265451374056374,0.9434385299682617,0.0037380836140126095,0.07179006685813268,0.0017943787941141626
