target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
z,0.9352549195289612,0.017659706043848856,1.3234701320225313,0.02688630929665687,0.6866745471954345,0.012634677853167188,1.3232374668121338,0.026743167404332007
