target,seed,mae,rmse,r2,error_mean,error_std
spin,42,0.19088762998580933,0.26164651699499786,0.789113461971283,-0.002730364678427577,0.2616322934627533
spin,43,0.18626289069652557,0.2549536011126763,0.8006576299667358,0.009300409816205502,0.25478389859199524
spin,44,0.18814119696617126,0.2603620694466368,0.793249785900116,0.007136227563023567,0.26026424765586853
spin,45,0.1855146884918213,0.25595641298011995,0.7939802408218384,0.00349326990544796,0.2559325695037842
spin,46,0.19068531692028046,0.26308697004335097,0.7811461091041565,-0.000904720975086093,0.26308542490005493
