target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
spin,0.03045006034274896,0.005061478823921143,0.04182400755454794,0.005781306234443103,0.9945720434188843,0.0015861688641723392,0.04126120979587237,0.006065622136474161
