target,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,error_std_mean,error_std_std
incl,0.026402803758780163,0.0026265654686773187,0.036167718595647776,0.00476424377210056,0.9855635166168213,0.0030575615324962956,0.0327668742587169,0.0029999039890878125
